n, BubbleSort, InsertionSort, QuickSort, MergeSort
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
500,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,1
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,1,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,1
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,1
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
1000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,1,0,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,0,0,0
5000,0,1,0,0
5000,0,0,0,1
5000,0,0,0,1
5000,0,0,0,0
5000,0,1,0,0
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,0,1,0,2
10000,0,1,0,1
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
10000,1,0,0,2
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,6,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,1,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,1,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,20,8,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,45
50000,20,7,0,44
50000,21,7,0,44
50000,21,7,0,44
50000,21,7,0,44
100000,81,28,0,178
100000,82,28,0,179
100000,81,28,0,179
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,180
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,179
100000,81,28,0,178
100000,81,28,0,180
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,179
100000,81,28,0,178
100000,81,28,0,178
100000,81,29,0,178
100000,81,28,0,178
100000,81,28,0,179
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,179
100000,82,28,0,178
100000,81,28,0,179
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,179
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,27,1,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,179
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
100000,81,28,0,180
100000,81,28,0,178
100000,81,28,0,178
100000,82,28,0,178
100000,81,28,0,178
